case,state_index,physical_time,maximum_active_phases,maximum_active_pairs,supported_pair_instances,zero_gradient_pair_instances,minimum_nonzero_pair_gradient,maximum_phase_sum_error,minimum_phase_value,finite
A2 half dt,112,0.0035643627123082594,167,13861,362629857,2180578,8.67746995743113e-29,2.220446049250313e-16,0.0,True
A2 half dt,113,0.00359618737938244,167,13861,371827490,2252070,2.524354896707238e-29,2.220446049250313e-16,0.0,True
A2 half dt,114,0.003628012046456621,169,14196,380959598,2360149,3.155443620884047e-29,2.220446049250313e-16,0.0,True
A2 half dt,115,0.003659836713530802,170,14365,389623069,2430363,1.2858432755102492e-28,2.220446049250313e-16,0.0,True
A2 half dt,116,0.0036916613806049826,171,14535,398333762,2517595,1.262177448353619e-28,2.220446049250313e-16,0.0,True
A2 half dt,117,0.0037234860476791634,172,14706,406890524,2580840,3.549874073494553e-29,2.220446049250313e-16,0.0,True
A2 half dt,118,0.003755310714753344,173,14878,415282729,2712808,3.1554436208840472e-30,2.220446049250313e-16,0.0,True
A2 half dt,119,0.003787135381827525,176,15400,423369988,2774753,6.310887241768095e-30,2.220446049250313e-16,0.0,True
A2 half dt,120,0.0038189600489017058,177,15576,431793967,2874469,9.466330862652142e-30,2.220446049250313e-16,0.0,True
A2 half dt,121,0.0038507847159758865,177,15576,440191917,2909834,3.1554436208840472e-30,2.220446049250313e-16,0.0,True
A2 half dt,122,0.0038826093830500673,178,15753,447970568,3036708,8.519697776386927e-29,2.220446049250313e-16,0.0,True
A2 half dt,123,0.003914434050124248,179,15931,456232989,3168816,5.679798517591285e-29,2.220446049250313e-16,0.0,True
A2 half dt,124,0.003946258717198429,181,16290,464159978,3202034,1.262177448353619e-29,2.220446049250313e-16,0.0,True
A2 half dt,125,0.003978083384272611,181,16290,472119669,3295589,3.7865323450608567e-29,2.220446049250313e-16,0.0,True
A2 half dt,126,0.004009908051346792,181,16290,479705008,3370734,1.135959703518257e-28,2.220446049250313e-16,0.0,True
A2 half dt,127,0.004041732718420973,182,16471,487157717,3447128,3.392101892450351e-29,2.220446049250313e-16,0.0,True
A2 half dt,128,0.004073557385495154,184,16836,494818360,3581251,4.1020767071492614e-29,2.220446049250313e-16,0.0,True
